client_id,code,chi_name,name,chi_address,address,phone_no
7,3035,土瓜灣欣榮花園,土瓜灣欣榮花園,九龍土瓜灣馬頭角道33號欣榮花園商場地下33號商鋪,SHOP 33 G/F JUBILANT PLACE 33 MA TAU KOK RD TO KWA WAN KL,27122090
7,3036,牛頭角港鐵站,牛頭角港鐵站,九龍牛頭角港鐵站NTK9號鋪,KIOSK NTK9 MTR NGAU TAU KOK STATION KL,23455651
7,3037,石籬邨石寧樓,石籬邨石寧樓,葵涌石籬邨石寧樓地下5號鋪,Shop no.5 Ground Floor Shek Ning House Shek Lei Estate Kwai Chung New Territories,2423 3660
7,3038,上水翠麗花園,上水翠麗花園,上水鳳南路９號翠麗花園商場地下１及２A號鋪,Shop 12A Ground Floor Commercial Complex Tsui Lai Garden No.9 Fung Nam Road Sheung Shui New Territories,31424979
7,3039,西貢福民路,西貢福民路,西貢福民路西貢大廈地下12號鋪,SHOP 12 ON GROUND FLOOR SAI KUNG BUILDING LOT NO.985 D.D.215 SAI KUNG NEW TERRITORIES ,27919904
7,3040,旺角歐美廣場,旺角歐美廣場,九龍旺角登打士街32-34A歐美廣場地下2C及D舖,Shop Nos. 2C& D on G/F. Omega Plaza 32-34A Dundas St. Mongkok Kowloon,27709967
7,3041,樂富廣場,樂富廣場,樂富廣場UG1樓U120號舖,Shop no.U120 Upper Ground Floor 1 Lok Fu Plaza Wang Tau Hom Kowloon,27947217
7,3042,天水圍天恩,天水圍天恩,天水圍天恩商場1樓119號舖,Shop 119 Tin Yan Shopping Centre Tin Shui Wai N.T.,22544679
7,3043,長沙灣港鐵站CSW2,長沙灣港鐵站CSW2,長沙灣港鐵站CSW2號舖,Kiosk No.CSW2 at Cheung Sha Wan Station,21949173
7,3044,長沙灣港鐵站CSW6,長沙灣港鐵站CSW6,長沙灣港鐵站CSW6號舖,Kiosk No.CSW6 at Cheung Sha Wan Station,21949107
7,3045,慈雲山毓華街,慈雲山毓華街,九龍慈雲山毓華街２３號慈雲山中心５樓５８１號舖,Shop no.581 5/F. Tsz Wan Shan Shopping Centre 23 Yuk Wah Street Tsz Wan Shan Kowloon ,28701351
7,3046,尖沙咀金巴利道,尖沙咀金巴利道,九龍尖沙咀金巴利道56號A地下,Ground Floor Kimlai Court No.56A Kimberley Road Kowloon Hong Kong,27392102
7,3047,香港電氣道,香港電氣道,香港電氣道１２９號地下,Front Portion G/F. No. 129 Electric Road Hong Kong,25716127
7,3048,港鐵藍田站,港鐵藍田站,港鐵藍田站LAT2號鋪,MTR Station Kiosk No.LAT2 at Lam Tin Station,23795670
7,3049,大角咀富榮花園,大角咀富榮花園,九龍大角咀海庭道8號富榮花園2期地下23號鋪,Shop no 23 G/F Site 2Charming GardenNo 8 Hoi Ting RdKL.,21756142
7,3051,旺角道,旺角道,九龍旺角道17號月圓大廈地下,GROUND FLOOR YUET YUEN MANSION NO. 17 MONG KOK ROAD KOWLOON,23091539
7,3052,皇后大道西建興樓,皇后大道西建興樓,香港皇后大道西172-180號建興樓地下B鋪,Shop B Ground Floor Kin Hing Building 172-180 Queen's Road West Hong Kong,25492179
7,3053,沙田瀝源廣場,沙田瀝源廣場,新界沙田瀝源街6號瀝源邨瀝源廣場附樓1座地下NK3號舖,Shop no.NK3 Ground Level Commercial Lek Yuen Estate 6 Lek Yuen Street Shatin New Territories,26053591
7,3054,大埔大元邨,大埔大元邨,大埔汀角路10號大元邨(大元街市)商業大樓A座地下412及416號舖,SHOP NOS.412 AND 416 GROUND FLOORCOMMERCIAL BLOCK A TAI YUEN ESTATE NO.10 TIN KOK ROAD TAI PO HONG KONG,26654065 
7,3055,皇后大道西美意居,皇后大道西美意居,香港皇后大道西38號美意居地下2A號舖,SHOP 2A G/F MEDAL COURT NO.38 QUEEN’S ROAD WEST HONG KONG,28510791
7,3056,佐敦文尉樓,佐敦文尉樓,九龍文蔚街2-24號及文昌街1-23號文蔚樓地下12號舖(文蔚街14號),Shop 12 G/F Man Wai Bldg Nos 1-23 Man Cheong St & Nos 2-24 Man Wai St Kowloon,27712103
7,3057,元朗紅棉圍,元朗紅棉圍,新界元朗合財街26-28號及紅棉圍2-14號興隆大廈地下2號舖,Shop No.2 on G/F. Hing Loong BuildingNos. 2-14 Hung Min Court & Nos.26-28 Hop Choi StreetYuen Long N.T.,31934622
7,3058,新蒲崗太子道東,新蒲崗太子道東,新蒲崗太子道東638號Mikiki地下G03B鋪,Shop G03 On Level G Mikiki 638 Prince Edward Road East Kowloon.,28856432
7,3059,灣仔入境處,灣仔入境處,灣仔告士打道7號入境事務大樓地下1號舖,Unit No.1 Ground Floor Immigration Tower No.7 Gloucester Road Wanchai Hong Kong,27160051
7,3061,馬頭圍道,馬頭圍道,九龍馬頭圍道220A號地下,all that Ground Floor No.220A Ma Tau Wai Road Kowloon Hong Kong,23568816
7,3062,愛蝶灣,愛蝶灣,香港愛禮街2號愛蝶灣地下30號舖,SHOP NO.30 (ON GROUND FLOOR) ALDRICH GARDEN NO.2 OI LAI STREET HONG KONG,31964121
7,3063,南豐中心,南豐中心,新界荃灣西樓角路64-98號及青山道264-298號南豐中心1樓A41號鋪,Unit A41 1/F Nan Fung Centre Nos. 264-298 Castle Peak Road & Nos. 64-98 Sai Lau Kok Road Tsuen Wan New Territories Hong Kong,24924855
7,3064,厚和街,厚和街,香港西環士美菲路29號厚和街2-4號地下1號舖,SHOP 1 G/F NOS. 2-4 HAU WO STREET NO. 29 SMITHFIELD HONG KONG,29865322
7,3065,大埔拿打素,大埔拿打素,新界大埔全安路１１號雅麗氏何妙齡那打素醫院A座地下便利店,Convenience Store G/F Block A Alice Ho Miu Ling Nethersole Hospital 11 Chuen On Road Tai Po N.T.,26652597
7,3066,中環中信大廈,中環中信大廈,中環添美道1號中信大廈2樓208號舖,Shop No. 208 2/F  CITIC Tower No. 1 Tim Mei Avenue Central Hong Kong ,21045337
7,3067,將軍澳港鐵站,將軍澳港鐵站,將軍澳站TKO24號舖,Shop TKO 24 at Tseung Kwan O Station,27069612
7,3068,葵涌華景山莊,葵涌華景山莊,新界葵涌華景山路9號華景山莊商場地下8號舖,Shop no.8 on G/F of Commercial Complex of Wonderland Villas 9 Wah King Hill Road Kwai Chung N.T.,29590567
7,3069,大窩口港鐵站,大窩口港鐵站,大窩口港鐵站TWH10號舖,Kiosk no. TWH10 at Tai Wo Hau Station,34017165
7,3070,大埔舊墟直街粵發大廈,大埔舊墟直街粵發大廈,大埔舊墟直街9號粵發大廈地下4及5號舖,Shop 4 & 5 G/F Yuet Fat Mansion No.9 Kau Hui Chik Street Tai Po N.T.,26671035
7,3071,灣仔稅務大樓,灣仔稅務大樓,灣仔告士打道5號稅務大樓地下3號舖,UNIT NO.3 GROUND FLOOR REVENUE TOWER NO.5 GLOUCESTER ROAD WAN CHAI HONG KONG ,25981357
7,3072,長沙灣元洲街,長沙灣元洲街,九龍長沙灣元州街303號元州邨元州商場地下7號舖,Shop No 7 G/F Multi-Storey Commercial/ Car Park Accommodation Un Chau Est 303 Un Chau St Cheung Sha Wan Kowloon,23617653
7,3073,染布房街,染布房街,九龍染布房街7號華樂大廈地下部份,Portion of Ground Floor Wah Lok BuildingNo.7 Yim Po Fong Street Kowloon,27807037
7,3074,紅磡隆基大廈,紅磡隆基大廈,九龍紅磡馬頭圍道23-35H民裕街9-11及15-34號隆基大廈地下G6舖,SHOP NO.6 G/F  LOONG KING MANSION NOS.23- 35 A-H MA TAU WAI ROAD NOS.9-11 MAN YUE STREET KOWLOON,23330762
7,3075,大窩口港鐵站,大窩口港鐵站,大窩口港鐵站TWH7號舖,Kiosk no. TWH7 at Tai Wo Hau Station,24684861
7,3076,中環港澳客運碼頭,中環港澳客運碼頭,香港中環港澳客運碼頭內碼頭第1層離境等候大堂第3號舖位,Shop No.3 at Departure Waiting Hall Deck 1 Inner Pier of the Hong Kong – Macau Ferry Terminal Central Hong Kong,56071667(手提)
7,3077,石硤尾邨美盛樓,石硤尾邨美盛樓,石硤尾邨美盛樓地下3號舖,Shop 3 G/F. Mei Shing House Shek Kip Mei Estate ,24098209
7,3078,葵涌恆景花園,葵涌恆景花園,葵涌榮芳路9號恆景花園商場地下G10號舖,All that Shop no.G10 on the Ground Floor of the Commercial Units of Hang King Garden No.9 Wing Fong Road Kwai Chung,26453136
7,3079,小瀝源路廣源商場,小瀝源路廣源商場,新界小瀝源路68號廣源商場第二座地下4號舖,Shop No.4 Ground Floor Commercial Block 2 (Forming Part of Commercial Complex) (Also Known as Kwong Yuen Shopping Centre) 68 Siu Lek Yuen Road Shatin New Territories Hong Kong,36650572
7,3080,葵盛西邨 ,葵盛西邨 ,新界葵涌葵盛西邨第7座第4號舖,Shop No.4 Block 7 Kwai Shing West Estate Kwai Chung New Territories,31249255
7,3081,象山邨,象山邨,荃湾象山邨商場301號鋪,Shop 301 Commercial Centre Cheung Shan Estate New Territories Hong Kong,27502406
7,3082,宜必思,宜必思,香港上環德輔道西28號宜必思香港中上環酒店1A號舖,Shop 1A G/F Ibis Hong Kong Central & Sheung Wan 28 Des Voeux Road West Sheung Wan Hong Kong,25479710
7,3083,荃錦中心,荃錦中心,新界荃灣荃錦中心2樓213號舖,Shop no.213 on the Second Floor of Tsuen Kam Centre Tsuen Wan New Territories,27570509
7,3084,大學港鐵站,大學港鐵站,大學港鐵站UNI8號舖,MTR Station Shop UNI8 at University Station,26036973
7,3085,逸東商場,逸東商場,新界東涌逸東街8號逸東商場地下21A號舖,Shop no.21A Ground Floor Commercial Centre 1Yat Tung Estate 8 Yat Tung Street Tung Chung New Territories,21777426
7,3086,西九龍中心,西九龍中心,九龍深水埗欽州街37號K西九龍中心1樓112D號舖,Unit No.112D on the 1st Floor of Dragon CentreNo.37K Yen Chow Street Shamshuipo KowloonHong Kong,27254011
7,3087,茂蘿街,茂蘿街,香港灣仔茂蘿街1-11號地下11號舖,Shop No.11 on Ground Floor 1-11 Mallory Street Wan Chai Hong Kong,28365428
7,3088,晴朗商場,晴朗商場,九龍城晴朗商場地下A021店,Shop A021 G/F Ching Long Shopping Centre Kowloon City ,28857846
